Lane,"Assembly Type","Total Length","No Contigs","Avg Contig Length","Largest Contig",N50,"Contigs in N50",N60,"Contigs in N60",N70,"Contigs in N70",N80,"Contigs in N80",N90,"Contigs in N90",N100,"Contigs in N100","No scaffolded bases (N)","Total Raw Reads","Reads Mapped","Reads Unmapped","Reads Paired","Reads Unpaired","Total Raw Bases","Total Bases Mapped","Total Bases Mapped (Cigar)","Average Read Length","Maximum Read Length","Average Quality","Insert Size Average","Insert Size Std Dev"
42092_2#214,"Scaffold: SPAdes + Improvement",5406006,33,163818.36,741962,442333,5,401829,6,303578,8,233378,10,98719,15,326,33,66,1800634,1777571,23063,1761308,16263,271895734,268413221,268363280,151,151,35.8,419.2,120.2
42092_2#215,"Scaffold: SPAdes + Improvement",5496062,35,157030.34,1063033,474375,4,397980,5,380506,6,303568,8,201140,10,357,35,1641,3106774,3046757,60017,3003270,43487,469122874,460060307,459952472,151,151,35.6,446.5,118.8
42092_2#216,"Scaffold: SPAdes + Improvement",5508442,53,103932.87,455720,220504,9,198944,12,141705,15,101499,20,76711,26,382,53,758,2291112,2255068,36044,2228716,26352,345957912,340515268,340441901,151,151,35.7,437.5,118.9
42092_2#217,"Scaffold: SPAdes + Improvement",5540983,109,50834.71,361743,188747,11,151218,14,87012,19,73435,25,28188,39,316,109,1025,2444406,2402081,42325,2370744,31337,369105306,362714231,362631180,151,151,35.6,450.6,123.8
42092_2#218,"Scaffold: SPAdes + Improvement",5714281,102,56022.36,1104975,368435,5,321085,7,212329,9,119013,12,86766,18,334,102,1128,2517562,2473408,44154,2440952,32456,380151862,373484608,373396272,151,151,35.6,436.6,121.9
42092_2#219,"Scaffold: SPAdes + Improvement",5550825,33,168206.82,1065967,504056,4,468462,5,372399,6,320546,8,144735,10,388,33,1332,3119566,3074553,45013,3041328,33225,471054466,464257503,464160571,151,151,35.7,444.2,118.5
42092_2#220,"Scaffold: SPAdes + Improvement",5809838,60,96830.63,757852,347751,6,318831,8,256723,10,135052,13,88490,18,416,60,831,2484274,2443824,40450,2414404,29420,375125374,369017424,368936219,151,151,35.6,419.5,120.7
42092_2#221,"Scaffold: SPAdes + Improvement",5552004,53,104754.79,768154,393663,5,297735,7,236947,9,189110,11,86686,16,376,53,249,2794950,2753307,41643,2723070,30237,422037450,415749357,415663440,151,151,35.7,434.1,117.2
42092_2#222,"Scaffold: SPAdes + Improvement",5329811,69,77243.64,740776,160101,8,148245,11,117343,15,90835,20,70319,27,302,69,272,2531904,2487600,44304,2453936,33664,382317504,375627600,375539738,151,151,35.6,442.5,122.5
42092_2#223,"Scaffold: SPAdes + Improvement",5785223,89,65002.51,582784,368797,7,261153,9,208887,11,115279,15,40108,23,363,89,1494,2475634,2433213,42421,2401156,32057,373820734,367415163,367328546,151,151,35.6,416.6,116.1
42092_2#224,"Scaffold: SPAdes + Improvement",5714788,98,58314.16,1109811,374320,6,367398,7,348919,9,213362,11,100260,16,328,98,1145,2333154,2294758,38396,2266468,28290,352306254,346508458,346428551,151,151,35.6,439.2,120.9
42092_2#225,"Scaffold: SPAdes + Improvement",8082913,1897,4260.89,1016666,211847,9,92971,15,11193,42,2923,215,1284,638,126,1897,3970,2324812,2253630,71182,2209800,43830,351046612,340298130,340217756,151,151,35.6,455.4,121.4
42092_2#226,"Scaffold: SPAdes + Improvement",5586000,52,107423.08,522259,331188,7,245274,9,167222,12,100694,16,65032,23,305,52,1688,2089800,2053755,36045,2026952,26803,315559800,310117005,310048390,151,151,35.6,448.8,119.9
42092_2#227,"Scaffold: SPAdes + Improvement",5991158,82,73062.90,1139899,325499,6,239462,8,211316,10,135398,14,78118,20,305,82,1828,1733888,1704045,29843,1681094,22951,261817088,257310795,257251108,151,151,35.6,451.1,121.1
42092_2#228,"Scaffold: SPAdes + Improvement",5368927,47,114232.49,1137550,468421,4,286839,6,245848,8,143634,11,94256,15,403,47,351,2217734,2182300,35434,2155902,26398,334877834,329527300,329456165,151,151,35.7,444.6,120.2
42092_2#229,"Scaffold: SPAdes + Improvement",4740,3,1580.00,3817,3817,1,3817,1,3817,1,3817,1,769,2,154,3,0,2027284,15306,2011978,14340,966,306119884,2311206,2310393,151,151,35.6,529.8,645.5
42092_2#230,"Scaffold: SPAdes + Improvement",5601576,49,114317.88,522249,331383,7,245346,9,176691,12,99647,16,62624,22,410,49,1379,2360384,2318003,42381,2285890,32113,356417984,350018453,349937022,151,151,35.6,444.0,116.9
42092_2#231,"Scaffold: SPAdes + Improvement",5652086,93,60775.12,605035,286551,7,226471,9,181795,12,101145,16,48153,23,316,93,2640,617072,606627,10445,598956,7671,93177872,91600677,91581157,151,151,35.7,425.3,116.9
42092_2#232,"Scaffold: SPAdes + Improvement",5360219,64,83753.42,497417,136652,10,132228,14,101763,18,80947,24,43496,32,343,64,332,2197408,2159922,37486,2133170,26752,331808608,326148222,326075788,151,151,35.7,423.5,118.0
42092_2#233,"Scaffold: SPAdes + Improvement",8084550,2332,3466.79,1440659,172773,10,93805,16,13760,34,2349,237,957,803,126,2332,5140,1929086,1872807,56279,1838948,33859,291291986,282793857,282726920,151,151,35.6,447.7,121.0
42092_2#234,"Scaffold: SPAdes + Improvement",5479056,25,219162.24,1083987,386493,5,359730,6,349679,8,305470,10,117429,12,687,25,956,2729938,2686659,43279,2655136,31523,412220638,405685509,405599791,151,151,35.7,428.6,118.6
42092_2#235,"Scaffold: SPAdes + Improvement",5996717,124,48360.62,819050,202332,7,179814,10,141740,14,92248,19,28655,31,317,124,1565,3030062,2981335,48727,2945610,35725,457539362,450181585,450081417,151,151,35.7,425.6,118.8
42092_2#236,"Scaffold: SPAdes + Improvement",5479745,33,166052.88,1072596,359898,5,349886,6,261519,8,162907,11,132181,14,393,33,1211,2686038,2638855,47183,2605050,33805,405591738,398467105,398380017,151,151,35.6,449.9,119.7
42092_2#237,"Scaffold: SPAdes + Improvement",9032678,212,42606.97,733638,195157,12,133060,18,84266,26,49068,41,20934,69,302,212,9157,2609358,2556412,52946,2518542,37870,394013058,386018212,385923111,151,151,35.5,434.9,119.9
42092_2#238,"Scaffold: SPAdes + Improvement",5507023,31,177645.90,1464637,717836,3,580526,4,491675,5,361781,6,177496,8,577,31,361,2630370,2593680,36690,2566788,26892,397185870,391645680,391566746,151,151,35.7,428.1,121.2
42092_2#239,"Scaffold: SPAdes + Improvement",5785111,337,17166.50,1444462,377290,4,369901,5,296920,7,216447,9,93345,13,300,337,1225,2353100,2290165,62935,2263860,26305,355318100,345814915,345742538,151,151,35.7,434.2,117.3
42092_2#240,"Scaffold: SPAdes + Improvement",5871794,117,50186.27,519920,261489,8,191021,11,118099,15,94514,20,38132,30,357,117,1571,2300234,2261001,39233,2233586,27415,347335334,341411151,341337265,151,151,35.7,420.9,122.2
42092_2#241,"Scaffold: SPAdes + Improvement",5246568,69,76037.22,515568,216578,9,180807,12,111155,16,90735,21,46010,28,368,69,335,2421184,2390022,31162,2367354,22668,365598784,360893322,360821587,151,151,35.8,422.3,114.5
42092_2#242,"Scaffold: SPAdes + Improvement",5745865,40,143646.62,1148662,523660,4,450487,5,374316,6,230965,8,103929,12,344,40,1044,2020128,1988741,31387,1965890,22851,305039328,300299891,300234527,151,151,35.7,443.7,118.0
42092_2#243,"Scaffold: SPAdes + Improvement",5162374,14,368741.00,1631553,1000833,2,745006,3,465298,4,374019,5,213494,7,512,14,152,2387898,2344536,43362,2312638,31898,360572598,354024936,353945295,151,151,35.6,447.1,119.3
42092_2#244,"Scaffold: SPAdes + Improvement",5793432,96,60348.25,990055,424929,5,360124,6,306882,8,216365,10,40384,15,301,96,706,1666632,1633624,33008,1608734,24890,251661432,246677224,246617501,151,151,35.6,446.5,119.7
42092_2#245,"Scaffold: SPAdes + Improvement",5543297,63,87988.84,486553,339715,7,265629,9,245777,11,143180,14,58788,20,312,63,1483,2344488,2296138,48350,2259092,37046,354017688,346716838,346630705,151,151,35.5,447.4,120.4
42092_2#246,"Scaffold: SPAdes + Improvement",5804215,25,232168.60,1127698,898339,3,756779,4,404246,5,227295,7,152850,10,425,25,973,2347244,2309439,37805,2281454,27985,354433844,348725289,348649208,151,151,35.6,447.2,119.9
42092_2#247,"Scaffold: SPAdes + Improvement",5569174,40,139229.35,1173320,403185,4,401544,5,340955,7,322207,8,98843,11,474,40,248,2141176,2109207,31969,2085144,24063,323317576,318490257,318423998,151,151,35.7,438.3,120.0
42092_2#248,"Scaffold: SPAdes + Improvement",5619361,30,187312.03,973828,386964,5,378222,6,367363,7,325377,9,201870,11,401,30,1403,2222998,2187655,35343,2161538,26117,335672698,330335905,330265698,151,151,35.7,436.8,119.9
42092_2#249,"Scaffold: SPAdes + Improvement",5688821,45,126418.24,880961,623906,4,370933,6,359280,7,283317,9,86674,12,384,45,70,3095858,3045026,50832,3006864,38162,467474558,459798926,459697588,151,151,35.6,446.7,120.4
42092_2#250,"Scaffold: SPAdes + Improvement",5453617,83,65706.23,570420,158704,10,148402,13,89479,18,61537,25,39914,36,384,83,944,2088008,2052417,35591,2024966,27451,315289208,309914967,309844822,151,151,35.6,440.8,122.1
42092_2#251,"Scaffold: SPAdes + Improvement",5719704,75,76262.72,714278,240306,8,195206,11,162689,14,123581,18,57599,25,320,75,719,3071480,3023404,48076,2989728,33676,463793480,456534004,456437840,151,151,35.7,422.0,119.2
42092_2#252,"Scaffold: SPAdes + Improvement",5793476,55,105335.93,753353,500484,5,367370,6,355211,8,286016,9,110524,12,411,55,902,3025742,2973502,52240,2937688,35814,456887042,448998802,448900627,151,151,35.7,431.8,119.9
42092_2#253,"Scaffold: SPAdes + Improvement",5237212,60,87286.87,427893,214355,9,186474,11,163836,14,132253,18,48666,26,440,60,351,1881922,1850202,31720,1826350,23852,284170222,279380502,279318096,151,151,35.6,419.4,113.2
42092_2#254,"Scaffold: SPAdes + Improvement",5513013,47,117298.15,474090,275519,8,224667,10,200094,12,151800,15,86766,20,379,47,1184,1758356,1722059,36297,1694350,27709,265511756,260030909,259967702,151,151,35.5,439.6,115.8
42092_2#255,"Scaffold: SPAdes + Improvement",5273469,59,89380.83,714286,316338,6,212990,8,160695,11,111999,15,67291,21,458,59,476,2230434,2191915,38519,2164452,27463,336795534,330979165,330906534,151,151,35.7,436.9,117.6
42092_2#256,"Scaffold: SPAdes + Improvement",5483075,64,85673.05,804482,369830,6,332389,7,315678,9,202195,11,92971,14,445,64,271,2324008,2285984,38024,2257940,28044,350925208,345183584,345105956,151,151,35.7,425.9,118.4
42092_2#257,"Scaffold: SPAdes + Improvement",14116727,605,23333.43,688762,224842,18,111513,27,62280,43,23502,82,9205,179,301,605,40278,2648110,2601151,46959,2567802,33349,399864610,392773801,392684646,151,151,35.6,447.7,118.8
42092_2#258,"Scaffold: SPAdes + Improvement",5620859,49,114711.41,630430,370898,6,350843,8,310813,9,260545,11,151278,14,387,49,181,2511964,2462396,49568,2425706,36690,379306564,371821796,371733689,151,151,35.5,461.1,127.7
42092_2#259,"Scaffold: SPAdes + Improvement",9124218,742,12296.79,646774,124119,15,70119,25,32487,44,12757,90,4785,214,305,742,26166,2124264,2078087,46177,2045876,32211,320763864,313791137,313718563,151,151,35.6,443.6,115.4
42092_2#260,"Scaffold: SPAdes + Improvement",5698362,60,94972.70,1089659,221148,7,183411,10,164767,13,113083,17,69384,24,351,60,403,2423572,2385081,38491,2357108,27973,365959372,360147231,360069366,151,151,35.7,421.0,113.9
42092_2#261,"Scaffold: SPAdes + Improvement",7765260,2417,3212.77,470393,167528,14,99498,20,34645,32,1846,200,832,857,126,2417,2536,2191718,2120461,71257,2083858,36603,330949418,320189611,320115100,151,151,35.7,429.5,107.7
42092_2#262,"Scaffold: SPAdes + Improvement",5588482,35,159670.91,771373,414181,5,397885,6,331980,8,323097,9,261987,11,396,35,424,2599340,2551403,47937,2516846,34557,392500340,385261853,385177240,151,151,35.6,453.8,123.4
42092_2#263,"Scaffold: SPAdes + Improvement",8382734,2460,3407.62,512969,185779,13,86765,19,10464,45,2030,302,963,919,126,2460,4609,1664232,1609210,55022,1572698,36512,251299032,242990710,242925249,151,151,35.4,440.9,113.4
42092_2#264,"Scaffold: SPAdes + Improvement",5668730,42,134969.76,752441,441485,5,355810,7,289037,9,209512,11,115356,15,431,42,411,2652656,2604832,47824,2568192,36640,400551056,393329632,393235698,151,151,35.5,448.7,119.3
42092_2#265,"Scaffold: SPAdes + Improvement",9005584,592,15212.14,557707,146731,14,63778,23,24330,50,11824,106,6270,211,301,592,30492,1978064,1932818,45246,1900382,32436,298687664,291855518,291783774,151,151,35.5,447.3,120.3
42092_2#266,"Scaffold: SPAdes + Improvement",5586539,44,126966.80,804724,360909,5,311816,7,301002,9,183869,11,86718,16,302,44,626,2574802,2522645,52157,2481468,41177,388795102,380919395,380825496,151,151,35.5,456.5,119.9
42092_2#267,"Scaffold: SPAdes + Improvement",5613401,23,244060.91,1662878,698078,3,498953,4,408196,5,357385,6,220535,8,343,23,1060,3805278,3746602,58676,3703942,42660,574596978,565736902,565621405,151,151,35.7,425.0,117.4
42092_2#268,"Scaffold: SPAdes + Improvement",5515377,42,131318.50,1899843,1044031,2,469907,3,377664,5,360285,6,118102,8,366,42,373,3500742,3452141,48601,3417008,35133,528612042,521273291,521166955,151,151,35.7,412.6,118.4
42092_2#269,"Scaffold: SPAdes + Improvement",5647640,60,94127.33,595931,307561,7,258971,10,183870,12,86863,17,64774,25,326,60,161,2098134,2047617,50517,2012120,35497,316818234,309190167,309114982,151,151,35.6,437.2,117.5
42092_2#270,"Scaffold: SPAdes + Improvement",5558314,51,108986.55,946934,467298,4,346300,6,314224,7,169917,10,87082,15,377,51,913,2925054,2876097,48957,2839408,36689,441683154,434290647,434194141,151,151,35.6,423.8,115.7
42092_2#271,"Scaffold: SPAdes + Improvement",5616365,45,124808.11,556979,383546,6,334147,8,226500,10,181901,13,86968,17,323,45,682,2776128,2734149,41979,2704680,29469,419195328,412856499,412772726,151,151,35.7,427.4,115.4
42092_2#272,"Scaffold: SPAdes + Improvement",5612634,76,73850.45,911793,350521,6,342467,7,280761,9,239824,11,60837,16,347,76,209,2664432,2621344,43088,2590056,31288,402329232,395822944,395736058,151,151,35.7,409.5,121.7
42092_2#273,"Scaffold: SPAdes + Improvement",5407977,31,174450.87,1423727,427399,4,305393,6,233635,8,216351,10,99492,14,329,31,0,2765956,2713105,52851,2674330,38775,417659356,409678855,409583735,151,151,35.6,453.2,122.5
42092_2#274,"Scaffold: SPAdes + Improvement",5837138,72,81071.36,1390162,355350,5,345947,6,325363,8,236528,10,94338,14,357,72,1629,2286374,2249807,36567,2221798,28009,345242474,339720857,339641915,151,151,35.6,441.2,116.5
42092_2#275,"Scaffold: SPAdes + Improvement",5528694,32,172771.69,907136,385181,6,346810,7,302603,9,249340,11,173045,13,342,32,517,2624190,2582565,41625,2551540,31025,396252690,389967315,389885526,151,151,35.7,439.6,122.2
42092_2#276,"Scaffold: SPAdes + Improvement",5794563,68,85214.16,786357,490660,5,367350,7,284805,9,236528,11,105367,14,357,68,1713,2286822,2251095,35727,2224950,26145,345310122,339915345,339840923,151,151,35.7,415.4,117.2
42092_2#277,"Scaffold: SPAdes + Improvement",5519371,63,87609.06,736333,470992,5,429019,6,350693,8,198501,10,86662,14,387,63,411,2332468,2290173,42295,2258704,31469,352202668,345816123,345737840,151,151,35.6,449.5,121.8
42092_2#278,"Scaffold: SPAdes + Improvement",5399168,57,94722.25,1036608,335453,5,308424,6,214414,8,174886,11,83627,17,316,57,21,2468506,2428028,40478,2398470,29558,372744406,366632228,366553998,151,151,35.7,412.7,117.6
42092_2#279,"Scaffold: SPAdes + Improvement",5591211,84,66562.04,996170,470812,4,429019,5,350523,7,198501,9,86779,13,390,84,956,2800438,2752032,48406,2715806,36226,422866138,415556832,415463689,151,151,35.6,445.3,119.2
42092_2#280,"Scaffold: SPAdes + Improvement",5409904,25,216396.16,1108988,465867,4,424498,5,351111,6,239503,8,187479,10,403,25,628,2417414,2375475,41939,2344248,31227,365029514,358696725,358616590,151,151,35.6,444.6,120.1
42092_2#281,"Scaffold: SPAdes + Improvement",5486297,38,144376.24,1431854,423124,4,377419,5,335010,7,327858,8,92971,12,341,38,556,2046182,2002953,43229,1969342,33611,308973482,302445903,302371207,151,151,35.5,454.4,122.5
42092_2#282,"Scaffold: SPAdes + Improvement",5790935,62,93402.18,603037,318889,8,263938,10,154805,12,101718,17,79458,23,323,62,833,2463684,2424764,38920,2396262,28502,372016284,366139364,366057354,151,151,35.7,443.9,118.6
42092_2#283,"Scaffold: SPAdes + Improvement",5307144,65,81648.37,437862,172500,9,138999,12,104186,17,75343,23,54193,31,318,65,920,2862434,2811754,50680,2775086,36668,432227534,424574854,424476659,151,151,35.6,450.5,119.1
42092_2#284,"Scaffold: SPAdes + Improvement",5632750,47,119845.74,589014,411230,6,368261,8,226958,10,204171,12,86491,17,310,47,1361,2666430,2617951,48479,2584206,33745,402630930,395310601,395224839,151,151,35.7,417.8,121.0
42092_2#285,"Scaffold: SPAdes + Improvement",5167997,35,147657.06,967768,402285,5,356436,6,266215,8,208183,10,102490,14,372,35,151,2686892,2644744,42148,2614514,30230,405720692,399356344,399272122,151,151,35.7,430.1,119.8
42092_2#286,"Scaffold: SPAdes + Improvement",5353566,25,214142.64,1301196,736445,3,440430,4,227183,6,169147,9,141525,12,312,25,607,1798226,1767533,30693,1744812,22721,271532126,266897483,266836973,151,151,35.6,448.3,120.8
42092_2#287,"Scaffold: SPAdes + Improvement",5719002,83,68903.64,714673,240284,8,194332,11,127382,15,96876,20,47426,27,322,83,746,2683946,2636914,47032,2601816,35098,405275846,398174014,398083421,151,151,35.6,429.4,121.0
42092_2#288,"Scaffold: SPAdes + Improvement",5338214,37,144276.05,863779,555707,4,376261,6,306521,7,254222,9,113378,12,354,37,0,2351548,2311587,39961,2282476,29111,355083748,349049637,348972957,151,151,35.6,446.8,119.8
42092_2#289,"Scaffold: SPAdes + Improvement",27858,4,6964.50,14938,14938,1,6074,2,6074,2,5775,3,5775,3,1071,4,0,2063452,47600,2015852,45832,1768,311581252,7187600,7184835,151,151,35.6,631.7,996.7
42092_2#290,"Scaffold: SPAdes + Improvement",5358620,42,127586.19,862426,660118,4,416353,5,201408,7,159941,10,99856,14,399,42,634,2514640,2467661,46979,2434532,33129,379710640,372616811,372528545,151,151,35.6,457.1,121.2
42092_2#291,"Scaffold: SPAdes + Improvement",9185417,542,16947.26,395441,177486,16,107444,22,61005,32,24040,55,6643,133,301,542,17491,2178662,2130151,48511,2093704,36447,328977962,321652801,321571489,151,151,35.5,450.6,118.1
42092_2#292,"Scaffold: SPAdes + Improvement",5832040,45,129600.89,1470271,720161,3,475067,4,423980,5,150149,8,103665,13,331,45,729,2194318,2146062,48256,2108658,37404,331342018,324055362,323973632,151,151,35.4,440.7,111.3
42092_2#293,"Scaffold: SPAdes + Improvement",7615256,2411,3158.55,472263,171257,13,100910,19,41691,29,1963,174,807,812,126,2411,3634,1985022,1914121,70901,1878142,35979,299738322,289032271,288964160,151,151,35.6,444.4,117.1
42092_2#294,"Scaffold: SPAdes + Improvement",5634449,110,51222.26,254556,144079,15,118833,19,95830,25,62106,32,33237,44,316,110,749,973636,958221,15415,947292,10929,147019036,144691371,144659176,151,151,35.7,425.2,122.6
42092_2#295,"Scaffold: SPAdes + Improvement",8746741,2128,4110.31,568884,210240,13,58067,21,6244,72,2573,307,1303,796,126,2128,6652,1607330,1564004,43326,1534498,29506,242706830,236164604,236107081,151,151,35.6,445.0,118.7
42092_2#296,"Scaffold: SPAdes + Improvement",5469859,31,176447.06,995196,404264,4,382624,6,376564,7,239866,9,129092,12,332,31,502,2591406,2547086,44320,2514458,32628,391302306,384609986,384525718,151,151,35.6,454.4,120.6
42092_2#297,"Scaffold: SPAdes + Improvement",8933077,715,12493.81,517272,242562,12,54304,21,19708,48,9755,116,4857,247,301,715,21800,2361530,2310449,51081,2274676,35773,356591030,348877799,348798780,151,151,35.6,427.8,120.5
42092_2#298,"Scaffold: SPAdes + Improvement",5709105,66,86501.59,755666,239671,8,234410,10,168040,13,118745,17,86789,23,330,66,827,2860322,2587799,272523,2421654,166145,431908622,390757649,390602525,151,151,35.7,447.0,122.4
42092_2#299,"Scaffold: SPAdes + Improvement",5611445,23,243975.87,1742671,1663020,2,1663020,2,415542,4,357043,5,164790,8,346,23,692,3564272,3507074,57198,3462796,44278,538205072,529568174,529452140,151,151,35.6,444.1,115.4
42092_2#300,"Scaffold: SPAdes + Improvement",6218442,44,141328.23,927593,295995,7,253188,9,227948,11,146030,15,97522,20,328,44,1724,3646298,3574132,72166,3519978,54154,550590998,539693932,539565976,151,151,35.5,453.6,119.6
42092_2#301,"Scaffold: SPAdes + Improvement",5646239,55,102658.89,595956,307570,7,268588,9,183870,11,100073,16,68322,23,462,55,635,2383292,2327959,55333,2290132,37827,359877092,351521809,351440825,151,151,35.7,439.2,119.3
42092_2#302,"Scaffold: SPAdes + Improvement",5694529,76,74928.01,953270,289824,7,221096,9,178610,12,88194,16,41171,24,313,76,146,2795630,2751073,44557,2719782,31291,422140130,415412023,415323622,151,151,35.7,446.9,117.7
42092_2#303,"Scaffold: SPAdes + Improvement",5617179,50,112343.58,556979,359515,7,357506,8,183882,11,146728,14,86893,19,415,50,958,2324868,2287362,37506,2259952,27410,351055068,345391662,345315867,151,151,35.7,441.5,120.9
42092_2#304,"Scaffold: SPAdes + Improvement",5343515,38,140618.82,866264,368673,6,360306,7,281986,9,239340,11,86418,14,417,38,0,2426832,2387374,39458,2359592,27782,366451632,360493474,360414022,151,151,35.6,441.0,120.7
42092_2#305,"Scaffold: SPAdes + Improvement",5719737,85,67291.02,714673,214325,9,195033,12,151482,15,101843,20,72311,26,327,85,719,2271052,2234105,36947,2207470,26635,342928852,337349855,337275756,151,151,35.6,436.0,114.6
42092_2#306,"Scaffold: SPAdes + Improvement",5598623,38,147332.18,1619302,1460127,2,499976,3,367456,4,338037,6,182467,8,303,38,788,2422080,2358535,63545,2311196,47339,365734080,356138785,356056015,151,151,35.7,426.1,119.3
42092_2#307,"Scaffold: SPAdes + Improvement",5913770,73,81010.55,1139327,361174,5,269453,7,198725,10,154554,13,94404,17,312,73,1563,2290994,2253730,37264,2226036,27694,345940094,340313230,340238414,151,151,35.6,448.9,120.4
42092_2#308,"Scaffold: SPAdes + Improvement",5639630,32,176238.44,2373806,1029147,2,1029147,2,578789,3,279869,5,172794,7,313,32,0,2425394,2385075,40319,2354954,30121,366234494,360146325,360066603,151,151,35.6,432.0,119.8
42092_2#309,"Scaffold: SPAdes + Improvement",5248190,16,328011.88,2113459,1065716,2,1065716,2,419132,4,392373,5,337998,6,390,16,991,2417712,2377493,40219,2348234,29259,365074512,359001443,358924610,151,151,35.7,446.0,118.8
42092_2#310,"Scaffold: SPAdes + Improvement",5782057,54,107075.13,833596,362222,6,273027,8,170599,10,125866,14,95641,20,865,54,165,2516450,2472990,43460,2441502,31488,379983950,373421490,373336450,151,151,35.6,436.6,118.8
42092_2#311,"Scaffold: SPAdes + Improvement",5719850,83,68913.86,519164,240306,9,208459,11,180726,14,124789,18,60509,25,305,83,747,2850130,2803738,46392,2770094,33644,430369630,423364438,423272028,151,151,35.7,426.6,117.1
42092_2#312,"Scaffold: SPAdes + Improvement",5433686,20,271684.30,2658048,783433,2,783433,2,508217,3,347938,5,220579,6,377,20,271,2165420,2132136,33284,2106808,25328,326978420,321952536,321883459,151,151,35.7,448.6,122.6
42092_2#313,"Scaffold: SPAdes + Improvement",5722102,81,70643.23,714673,205177,9,175097,12,128053,16,103694,21,77164,27,370,81,1008,2795684,2746257,49427,2710348,35909,422148284,414684807,414592302,151,151,35.6,447.9,119.3
42092_2#314,"Scaffold: SPAdes + Improvement",5720834,81,70627.58,714673,241217,8,195201,11,153550,14,108304,19,60485,26,370,81,632,3738110,3671085,67025,3622848,48237,564454610,554333835,554210857,151,151,35.6,437.4,116.4
42092_2#315,"Scaffold: SPAdes + Improvement",5784492,183,31609.25,714673,241371,8,195206,11,151482,14,103679,19,43604,27,300,183,739,2414956,2357220,57736,2326588,30632,364658356,355940220,355860451,151,151,35.6,433.9,116.6
42092_2#316,"Scaffold: SPAdes + Improvement",5750249,52,110581.71,977685,374599,5,352262,7,315975,8,110665,12,72902,18,322,52,1036,2496664,2456214,40450,2427302,28912,376996264,370888314,370807308,151,151,35.7,439.6,117.3
42092_2#317,"Scaffold: SPAdes + Improvement",5695017,53,107453.15,1289824,505319,3,355241,5,277899,7,232394,9,101450,12,351,53,1448,2004926,1967974,36952,1941044,26930,302743826,297164074,297095518,151,151,35.6,458.2,123.9
42092_2#318,"Scaffold: SPAdes + Improvement",5342265,43,124238.72,664985,282567,7,243516,9,196815,12,130674,15,82241,20,398,43,416,2007688,1966336,41352,1933858,32478,303160888,296916736,296843546,151,151,35.5,457.7,122.9
42092_2#319,"Scaffold: SPAdes + Improvement",5701136,48,118773.67,844009,362212,6,350168,7,263903,9,138498,12,99714,17,408,48,676,2044990,2009191,35799,1982942,26249,308793490,303387841,303320940,151,151,35.6,454.1,120.4
42092_2#320,"Scaffold: SPAdes + Improvement",5679546,130,43688.82,1331435,451671,4,450936,5,308157,7,210930,9,95483,13,301,130,776,2360094,2316827,43267,2288564,28263,356374194,349840877,349764148,151,151,35.7,443.6,116.4
42092_2#321,"Scaffold: SPAdes + Improvement",5709090,67,85210.30,536035,350036,7,318860,9,170523,11,126037,14,86471,20,303,67,689,1884160,1847597,36563,1819500,28097,284508160,278987147,278919055,151,151,35.5,452.3,118.0
42092_2#322,"Scaffold: SPAdes + Improvement",5594186,54,103596.04,1495124,1492434,2,451673,3,413045,5,359792,6,93528,8,313,54,827,2502486,2451393,51093,2412742,38651,377875386,370160343,370070988,151,151,35.5,454.6,122.7
42092_2#323,"Scaffold: SPAdes + Improvement",10775926,145,74316.73,748247,273302,13,208374,17,130522,25,94078,34,46924,49,307,145,750,1893660,1860577,33083,1836016,24561,285942660,280947127,280883060,151,151,35.6,447.5,121.0
42092_2#324,"Scaffold: SPAdes + Improvement",5401784,26,207760.92,1132061,732648,3,402785,4,352764,6,348200,7,146241,9,364,26,1356,1947148,1915253,31895,1889818,25435,294019348,289203203,289139375,151,151,35.6,451.0,121.0
42092_2#325,"Scaffold: SPAdes + Improvement",5888122,74,79569.22,526846,338262,7,285550,9,181370,12,108619,16,58098,23,327,74,1098,1963812,1926226,37586,1900010,26216,296535612,290860126,290793959,151,151,35.6,451.3,119.0
42092_2#326,"Scaffold: SPAdes + Improvement",5252764,35,150078.97,623462,363858,6,351321,8,314196,9,194228,11,99970,15,402,35,444,3478692,3422272,56420,3381792,40480,525282492,516763072,516652714,151,151,35.7,447.5,117.3
42092_2#327,"Scaffold: SPAdes + Improvement",5236193,19,275589.11,2162403,433567,3,355679,4,349332,5,290093,7,225363,9,417,19,272,2726972,2681353,45619,2648002,33351,411772772,404884303,404797314,151,151,35.7,453.8,126.7
42092_2#328,"Scaffold: SPAdes + Improvement",6356446,440,14446.47,1488511,456896,4,374911,6,234334,8,94425,12,15923,28,300,440,6103,3384134,3322526,61608,3278352,44174,511004234,501701426,501572633,151,151,35.7,447.6,117.4
42092_2#329,"Scaffold: SPAdes + Improvement",5509974,50,110199.48,816894,349836,6,261478,7,182728,10,155410,13,86584,18,320,50,523,2412258,2373786,38472,2344900,28886,364250958,358441686,358361435,151,151,35.6,448.7,119.6
42092_2#330,"Scaffold: SPAdes + Improvement",5326706,86,61938.44,410465,222416,9,175833,12,98617,16,72038,22,44731,32,323,86,656,2213040,2175889,37151,2148432,27457,334169040,328559239,328484585,151,151,35.6,439.3,115.3
